sample_idx,condition,attack_type,deletion_auc,insertion_auc,score,ecs,ecs_nr_proxy,stability,spectral_alignment,faithfulness_preservation
18,N2_awgn10,bonafide,0.5445189279095642,0.5392957317411458,1.0,0.7715578990666915,0.46205284297466276,0.825009286403656,0.47839629650115967,0.9934509851829373
19,C0_clean,bonafide,0.5376130913471234,0.5366788627834779,1.0,0.8644054575481954,0.4274281352758408,1.0,0.5577678084373474,0.990250383389971
19,C8_opus16,bonafide,0.5316399327011617,0.546024849026691,1.0,0.829194091619446,0.4381659954786301,0.9087343811988831,0.5680572390556335,0.9842772247440092
19,C9_opus6,bonafide,0.5512252981374052,0.5236694893594439,1.0,0.2742367681845933,0.15792659312486648,0.18810275197029114,0.07486523687839508,0.5884536544431944
19,N1_awgn20,bonafide,0.5387174534136471,0.5397431244397972,1.0,0.7951920812812202,0.47748546004295356,0.8573195934295654,0.5161927342414856,0.9913547454564946
19,N2_awgn10,bonafide,0.5431317304066262,0.5383330274615843,1.0,0.7982297893001498,0.47335622608661654,0.8162234425544739,0.5766990184783936,0.9957690224494737
20,C0_clean,bonafide,0.5411204624090521,0.540062962003909,1.0,0.8423976382808032,0.4274281084537506,1.0,0.47998905181884766,0.9946697424504964
20,C8_opus16,bonafide,0.5379602634567451,0.5382972384952724,1.0,0.8124272664308045,0.4381659954786301,0.9087343811988831,0.5049355030059814,0.9915095434981894
20,C9_opus6,bonafide,0.5542037014317813,0.5329364225926115,1.0,0.2907595348977752,0.15876557782292366,0.18182937800884247,0.07874281704425812,0.648016461936536
20,N1_awgn20,bonafide,0.5426697537167805,0.5416571322374776,1.0,0.8116368397356217,0.505517390370369,0.8387793302536011,0.5908646583557129,0.9962190337582248
20,N2_awgn10,bonafide,0.547173216611532,0.5359581956517684,1.0,0.7629454675482584,0.473569393157959,0.837340772151947,0.4274196922779083,0.9992775033470237
21,C0_clean,bonafide,0.53094934337502,0.530436467414679,1.0,0.8639214163587468,0.4274281352758408,1.0,0.5516800880432129,0.9947246331526096
21,C8_opus16,bonafide,0.5446820499276563,0.5430273067240438,1.0,0.8164091953929611,0.4381660223007202,0.9087343811988831,0.518175482749939,0.991542660294754
21,C9_opus6,bonafide,0.5658045546143746,0.5292499398185037,1.0,0.2609564688749541,0.16051455914974214,0.1676369607448578,0.06510597467422485,0.5812329739158117
21,N1_awgn20,bonafide,0.5496286682062763,0.5365679944382877,1.0,0.7631134581860857,0.46413668096065525,0.8570346832275391,0.414402574300766,0.986596042016134
21,N2_awgn10,bonafide,0.5351839824831583,0.533847004108101,1.0,0.8051512864694842,0.49180256128311156,0.8421939611434937,0.561953067779541,0.998959272260748
22,C0_clean,bonafide,0.5377496726426039,0.5431142496617375,1.0,0.8491367623288668,0.4274281084537506,1.0,0.5023990869522095,0.9947234541440129
22,C8_opus16,bonafide,0.5411134149509159,0.5387761657825372,1.0,0.7969211068460063,0.4381660282611847,0.9087343811988831,0.44667065143585205,0.9980871964523249
22,C9_opus6,bonafide,0.5619212887456546,0.5310878003094887,1.0,0.26134407865294884,0.16546939551830292,0.1690472662448883,0.07886629700660705,0.5668842768433715
22,N1_awgn20,bonafide,0.5441995026455797,0.5472491603904871,1.0,0.7853514771181929,0.5199763298034668,0.8506082892417908,0.4848671555519104,0.9988267158530113
22,N2_awgn10,bonafide,0.5512271165807938,0.5373790622074076,1.0,0.7798651891019506,0.4777725487947464,0.8264598846435547,0.5058050155639648,0.9917991019177972
23,C0_clean,bonafide,0.5408304406625408,0.5348980837636893,1.0,0.8630329897952487,0.4274281084537506,1.0,0.5513790845870972,0.9920642147303985
23,C8_opus16,bonafide,0.5492705382454448,0.5425638134663783,1.0,0.8093215413699436,0.4381659954786301,0.9087343811988831,0.486596941947937,0.9994956876866975
23,C9_opus6,bonafide,0.5478622853006573,0.5174277247038983,1.0,0.2472933885666621,0.16190125644206999,0.16720086336135864,0.08294609785079955,0.518430712889596
23,N1_awgn20,bonafide,0.5465343527241397,0.5445651438153203,1.0,0.7863738664586197,0.475383672118187,0.8526679277420044,0.4865875244140625,0.9977681267919974
23,N2_awgn10,bonafide,0.551591922875943,0.529650647560839,1.0,0.7813053847317095,0.4785148501396179,0.8275577425956726,0.503766655921936,0.9971743030561993
24,C0_clean,bonafide,0.5419203272446965,0.5398365262595296,1.0,0.846950629248262,0.4274281352758408,1.0,0.49727267026901245,0.9925627605585278
24,C8_opus16,bonafide,0.5413797121784585,0.5316523401214535,1.0,0.7804286392304748,0.4381659954786301,0.9087343811988831,0.3966795802116394,0.9931033756247658
24,C9_opus6,bonafide,0.5511922865873482,0.5257398202630328,1.0,0.2790066578253598,0.1630172751843929,0.16507269442081451,0.08003054559230804,0.629894721264472
24,N1_awgn20,bonafide,0.5533692933901685,0.5353093696152706,1.0,0.7781144896050829,0.4806072592735291,0.8453084826469421,0.48552319407463074,0.9811137944130558
24,N2_awgn10,bonafide,0.5411534294635414,0.5323907184301733,1.0,0.77068189806648,0.49532497823238375,0.82341068983078,0.47772908210754395,0.9933296583396829
